date,home,away,rushing_yards_opp_homeAvg,rushing_yards_homeAvg
9/25/2011,Chargers,Chiefs,109.6491581,104.3362855
9/25/2011,Colts,Steelers,134.4238087,88.18123069
9/25/2011,Vikings,Lions,97.12235445,129.07179
9/25/2011,Raiders,Jets,114.1183282,162.6125703
9/25/2011,Bills,Patriots,155.1807609,119.7595857
9/25/2011,Saints,Texans,112.5692805,90.9138525
9/26/2011,Cowboys,Redskins,93.58088443,105.9125144
10/2/2011,Rams,Redskins,137.5940413,99.98080126
10/2/2011,Jaguars,Saints,105.8281655,146.3459358
10/2/2011,Browns,Titans,128.9757648,99.5479309
10/2/2011,Texans,Steelers,110.9693999,135.9736412
10/2/2011,Raiders,Patriots,133.9905312,157.3225948
10/2/2011,Chiefs,Vikings,118.7884457,148.5249794
10/2/2011,Bengals,Bills,112.0691028,99.44535993
10/2/2011,Eagles,49ers,124.7913153,155.7098279
10/2/2011,Chargers,Dolphins,107.1112837,103.6051155
10/2/2011,Cardinals,Giants,138.1229953,90.11095181
10/2/2011,Seahawks,Falcons,118.6349533,76.01868987
10/2/2011,Cowboys,Lions,90.277173,93.86760819
10/2/2011,Ravens,Jets,83.53296946,111.339655
10/2/2011,Bears,Panthers,99.96718379,95.41131265
10/2/2011,Packers,Broncos,96.05476016,104.9038161
10/3/2011,Buccaneers,Colts,140.0405717,110.1571275
10/9/2011,Falcons,Packers,108.3650481,102.5556944
10/9/2011,Texans,Raiders,109.445491,131.5379772
10/9/2011,Jaguars,Bengals,105.2647356,143.4685096
10/9/2011,Colts,Chiefs,117.0431354,93.76254054
10/9/2011,Broncos,Chargers,129.4050556,89.53088783
10/9/2011,Giants,Seahawks,103.4978043,118.6788609
10/9/2011,Panthers,Saints,120.3020294,104.3788761
10/9/2011,Patriots,Jets,101.0250057,114.9975421
10/9/2011,Bills,Eagles,144.6352758,128.9603845
10/9/2011,Vikings,Cardinals,86.13994954,138.3099137
10/9/2011,Steelers,Titans,77.34042508,104.8238135
10/9/2011,49ers,Buccaneers,79.95510273,87.87955044
10/10/2011,Lions,Bears,119.0720491,91.55460089
10/16/2011,Redskins,Eagles,113.9738252,96.78659048
10/16/2011,Steelers,Jaguars,91.80715606,104.5611098
10/16/2011,Lions,49ers,118.5667101,88.88999626
10/16/2011,Patriots,Cowboys,108.7610716,126.1668987
10/16/2011,Packers,Rams,88.60492202,104.1748268
10/16/2011,Raiders,Browns,134.2031493,169.733193
10/16/2011,Buccaneers,Saints,113.4903653,123.1423239
10/16/2011,Bengals,Colts,98.49581846,106.8764763
10/16/2011,Giants,Bills,111.5268202,109.1852638
10/16/2011,Ravens,Texans,87.72508682,120.2500679
10/16/2011,Falcons,Panthers,100.1485782,102.6353291
10/16/2011,Bears,Vikings,111.9692123,104.0117029
10/17/2011,Jets,Dolphins,118.1191116,102.1015624
10/23/2011,Raiders,Chiefs,126.7016483,159.4449097
10/23/2011,Browns,Seahawks,127.961827,92.26912177
10/23/2011,Titans,Texans,99.72477074,81.41478554
10/23/2011,Dolphins,Broncos,104.845961,108.3660898
10/23/2011,Lions,Falcons,118.1780691,100.8458152
10/23/2011,Buccaneers,Bears,126.7493188,118.704529
10/23/2011,Cardinals,Steelers,124.4051047,99.2335098
10/23/2011,Jets,Chargers,122.9598166,100.330283
10/23/2011,Vikings,Packers,86.56863331,145.0160579
10/23/2011,Panthers,Redskins,131.4149898,120.6334496
10/23/2011,Cowboys,Rams,82.58786335,100.9182653
10/23/2011,Saints,Colts,109.4072571,109.9839288
10/24/2011,Jaguars,Ravens,110.2066862,133.5266866
10/30/2011,Broncos,Lions,137.6520826,103.634312
10/30/2011,Seahawks,Bengals,111.1849278,87.51721768
10/30/2011,49ers,Browns,85.07612502,114.3620969
10/30/2011,Giants,Dolphins,115.083802,103.5588298
10/30/2011,Panthers,Vikings,136.4149922,122.9747489
10/30/2011,Bills,Redskins,153.3084068,126.470693
10/30/2011,Texans,Jaguars,111.8932144,124.2586628
10/30/2011,Steelers,Patriots,94.61243796,122.4001433
10/30/2011,Titans,Colts,109.6285619,80.03119092
10/30/2011,Ravens,Cardinals,80.5652013,119.4781989
10/30/2011,Rams,Saints,142.2117988,97.70569562
10/30/2011,Eagles,Cowboys,129.1905261,155.6578951
10/31/2011,Chiefs,Chargers,119.8704117,139.6278126
11/6/2011,Chiefs,Dolphins,124.7651708,140.0584815
11/6/2011,Colts,Falcons,144.4445618,96.21680097
11/6/2011,Redskins,49ers,124.3043865,101.9961466
11/6/2011,Bills,Jets,148.5594395,129.8880643
11/6/2011,Titans,Bengals,124.1466298,75.08163565
11/6/2011,Cardinals,Rams,123.9713518,92.51545498
11/6/2011,Steelers,Ravens,92.72982049,120.0299001
11/6/2011,Patriots,Giants,103.3237732,124.9499745
11/6/2011,Cowboys,Seahawks,83.28034876,123.7534644
11/6/2011,Raiders,Broncos,119.1357889,158.8719904
11/6/2011,Saints,Buccaneers,116.5726159,120.3352312
11/6/2011,Texans,Browns,104.9401995,133.5098732
11/6/2011,Chargers,Packers,114.3310979,117.4298752
11/7/2011,Eagles,Bears,117.6991896,160.9889856
11/10/2011,Chargers,Raiders,113.0209142,114.5195579
11/13/2011,Colts,Jaguars,139.7145474,101.698356
11/13/2011,Panthers,Titans,131.4784589,129.6688285
11/13/2011,Buccaneers,Texans,124.6172977,108.8209793
11/13/2011,Chiefs,Broncos,121.9334667,133.0212515
11/13/2011,Browns,Rams,130.2486829,90.08238871
11/13/2011,Jets,Patriots,119.7812969,106.8284986
11/13/2011,Eagles,Cardinals,114.5715117,170.8814059
11/13/2011,Bengals,Steelers,92.95526025,101.0911747
11/13/2011,Dolphins,Redskins,105.7621464,112.6289761
11/13/2011,Seahawks,Ravens,112.9377337,80.75612501
11/13/2011,Falcons,Saints,102.4345163,109.2766828
11/13/2011,49ers,Giants,78.43714243,133.1846732
11/13/2011,Bears,Lions,102.7285915,115.4315454
11/13/2011,Cowboys,Bills,100.4900432,118.8492179
11/14/2011,Packers,Vikings,103.32135,100.1186034
11/17/2011,Broncos,Jets,126.4058837,146.1636614
11/20/2011,Rams,Seahawks,143.0642888,108.9967508
11/20/2011,Giants,Eagles,122.9585063,99.75280986
11/20/2011,Browns,Jaguars,144.282577,85.60484391
11/20/2011,Vikings,Raiders,97.71786456,142.9694615
11/20/2011,49ers,Cardinals,74.72862888,134.662866
11/20/2011,Falcons,Titans,99.42368088,115.9985343
11/20/2011,Redskins,Cowboys,127.0097896,88.02227886
11/20/2011,Bears,Chargers,104.2304358,121.6498375
11/20/2011,Ravens,Bengals,86.74603677,101.9468107
11/20/2011,Dolphins,Bills,107.384911,111.3956599
11/20/2011,Packers,Buccaneers,102.4606402,103.3593404
11/20/2011,Lions,Panthers,135.6241547,99.36809147
11/21/2011,Patriots,Chiefs,104.7726623,115.2563194
11/24/2011,Lions,Packers,132.3214157,97.83754434
11/24/2011,Ravens,49ers,90.30953746,98.44188343
11/24/2011,Cowboys,Dolphins,108.8989756,129.5268545
11/27/2011,Chiefs,Steelers,133.5319015,127.6063671
11/27/2011,Chargers,Broncos,123.4503762,108.2618303
11/27/2011,Jaguars,Texans,111.6886775,128.2424655
11/27/2011,Seahawks,Redskins,110.6727156,93.93049577
11/27/2011,Colts,Panthers,142.61049,99.6976786
11/27/2011,Rams,Cardinals,142.2194646,111.4004107
11/27/2011,Eagles,Patriots,118.1545603,166.4365043
11/27/2011,Titans,Buccaneers,126.6913296,84.66971485
11/27/2011,Bengals,Browns,91.3155455,102.3090451
11/27/2011,Falcons,Vikings,93.51028303,117.746418
11/27/2011,Raiders,Bears,132.8943712,157.8170474
11/27/2011,Jets,Bills,112.0822375,107.9322029
11/28/2011,Saints,Giants,120.8013076,121.2171923
12/1/2011,Seahawks,Eagles,104.9721229,96.84683201
12/4/2011,Bears,Chiefs,98.14190205,117.6232696
12/4/2011,Browns,Ravens,141.1129005,95.36661085
12/4/2011,Texans,Falcons,93.91278781,154.5220211
12/4/2011,Bills,Titans,127.3397489,119.3839715
12/4/2011,Cardinals,Cowboys,131.9953423,91.07188754
12/4/2011,Redskins,Jets,121.1940469,81.83734086
12/4/2011,Buccaneers,Panthers,132.3339767,105.9330096
12/4/2011,49ers,Rams,76.52518624,132.2097588
12/4/2011,Saints,Lions,122.6676976,114.7362641
12/4/2011,Patriots,Colts,105.1212315,114.7347964
12/4/2011,Vikings,Broncos,103.2709459,136.7669845
12/4/2011,Dolphins,Raiders,97.04100843,109.2514697
12/4/2011,Steelers,Bengals,88.78038518,112.8045944
12/4/2011,Giants,Packers,121.7865954,89.68790165
12/5/2011,Jaguars,Chargers,113.5824502,126.8312244
12/8/2011,Steelers,Browns,89.3088444,111.6176499
12/11/2011,Dolphins,Eagles,95.23956965,107.8616197
12/11/2011,Broncos,Bears,125.8629803,160.8997995
12/11/2011,Titans,Saints,125.2308179,92.19679711
12/11/2011,Bengals,Texans,95.61196075,107.2968223
12/11/2011,Cardinals,49ers,128.3479382,108.4001042
12/11/2011,Panthers,Falcons,136.5264192,139.3783517
12/11/2011,Ravens,Colts,91.38984751,98.17231235
12/11/2011,Redskins,Patriots,121.7156249,84.52792104
12/11/2011,Lions,Vikings,126.2802487,108.2535001
12/11/2011,Cowboys,Giants,101.6236436,123.9703933
12/11/2011,Jets,Chiefs,111.9986455,107.6699288
12/11/2011,Chargers,Bills,130.3236508,110.6626956
12/11/2011,Jaguars,Buccaneers,111.9907278,124.4422629
12/11/2011,Packers,Raiders,107.3763662,96.48294499
12/12/2011,Seahawks,Rams,105.3416964,99.97314852
12/15/2011,Falcons,Jaguars,92.67979727,111.062764
12/17/2011,Buccaneers,Cowboys,141.4822957,103.8637626
12/18/2011,Giants,Redskins,127.3661455,87.55017877
12/18/2011,Rams,Bengals,154.2429477,96.16951684
12/18/2011,Texans,Panthers,91.9632724,150.4761501
12/18/2011,Bears,Seahawks,97.98926647,119.7185477
12/18/2011,Chiefs,Packers,130.092531,123.6687583
12/18/2011,Cardinals,Browns,123.7509852,108.8021732
12/18/2011,Vikings,Saints,106.5722853,131.257699
12/18/2011,Bills,Dolphins,134.6693867,115.6001611
12/18/2011,Broncos,Patriots,127.1394329,160.0147261
12/18/2011,Colts,Titans,141.1818638,100.0083985
12/18/2011,Raiders,Lions,144.6622315,138.032957
12/18/2011,Chargers,Ravens,130.0791832,113.6781481
12/18/2011,Eagles,Jets,116.0406191,151.2467113
12/19/2011,49ers,Steelers,73.57139434,128.5611323
12/22/2011,Colts,Texans,141.7665103,96.6256561
12/24/2011,Cowboys,Eagles,102.7384507,121.3342327
12/24/2011,Chiefs,Raiders,134.0381282,116.6702668
12/24/2011,Jets,Giants,107.2272326,111.2453193
12/24/2011,Seahawks,49ers,105.7889752,110.1987538
12/24/2011,Ravens,Browns,85.49742589,119.1138371
12/24/2011,Bengals,Cardinals,102.895085,106.5767912
12/24/2011,Titans,Jaguars,123.1580369,96.00162923
12/24/2011,Redskins,Vikings,114.2059329,92.70289835
12/24/2011,Steelers,Rams,92.12695717,116.2545514
12/24/2011,Patriots,Dolphins,108.1194842,106.8098367
12/24/2011,Lions,Chargers,136.1924654,104.0978421
12/24/2011,Bills,Broncos,136.0270814,113.5684854
12/24/2011,Panthers,Buccaneers,126.1735608,143.3414944
12/25/2011,Packers,Bears,106.3547504,99.02407832
12/26/2011,Saints,Falcons,110.4590918,120.7272735
1/1/2012,Broncos,Chiefs,130.6899969,166.453828
1/1/2012,Browns,Steelers,147.1723502,95.49401579
1/1/2012,Vikings,Bears,109.4800606,140.6236479
1/1/2012,Bengals,Ravens,101.4250559,107.5933649
1/1/2012,Jaguars,Colts,113.0739925,121.6912436
1/1/2012,Dolphins,Jets,89.37450592,128.1034833
1/1/2012,Texans,Titans,99.67532574,150.08084
1/1/2012,Cardinals,Seahawks,118.6130499,102.8126251
1/1/2012,Raiders,Chargers,135.8765681,138.2271598
1/1/2012,Rams,49ers,150.4243681,97.48442871
1/1/2012,Giants,Cowboys,126.7249289,89.38830502
1/1/2012,Eagles,Redskins,113.5451149,144.8955608
1/1/2012,Saints,Panthers,110.182539,123.805895
1/1/2012,Packers,Lions,109.3005782,98.99278177
1/1/2012,Patriots,Bills,119.5798041,109.739036
1/7/2012,Texans,Bengals,99.11960201,152.2566478
1/7/2012,Saints,Lions,103.7160497,126.9925767
1/8/2012,Giants,Falcons,125.5998871,90.17893005
1/8/2012,Broncos,Steelers,132.4050863,163.8303712
1/14/2012,49ers,Saints,76.03293523,126.8785928
1/14/2012,Patriots,Broncos,120.5775812,110.3081684
1/15/2012,Ravens,Texans,93.05128956,119.7728137
1/15/2012,Packers,Giants,116.5060836,98.07181198
1/22/2012,49ers,Giants,78.67641889,126.3915518
1/22/2012,Patriots,Ravens,119.1770981,112.4352194
2/5/2012,Patriots,Giants,121.038957,113.8516495
9/5/2012,Giants,Cowboys,120.3840971,95.44029097
9/9/2012,Titans,Patriots,126.3952211,92.45220466
9/9/2012,Buccaneers,Panthers,142.4036286,99.874462
9/9/2012,Browns,Eagles,148.7517928,97.7305168
9/9/2012,Cardinals,Seahawks,122.332619,99.26943254
9/9/2012,Packers,49ers,113.5810896,96.22001099
9/9/2012,Chiefs,Falcons,125.2965705,119.9061552
9/9/2012,Vikings,Jaguars,112.3265795,147.9067987
9/9/2012,Lions,Rams,127.7442654,95.3428861
9/9/2012,Texans,Dolphins,96.25267232,156.7613894
9/9/2012,Broncos,Steelers,129.9729101,166.1336614
9/9/2012,Saints,Redskins,101.8867617,137.7367901
9/9/2012,Bears,Colts,94.6770399,131.1614112
9/9/2012,Jets,Bills,111.3029781,109.3014262
9/10/2012,Raiders,Chargers,137.1644827,131.4701683
9/10/2012,Ravens,Bengals,96.80613812,124.3558212
9/13/2012,Packers,Bears,112.993595,100.1875015
9/16/2012,Jaguars,Texans,105.1320062,123.6043565
9/16/2012,Patriots,Cardinals,120.9549614,109.5655261
9/16/2012,Colts,Vikings,142.4813045,101.3034823
9/16/2012,Eagles,Ravens,112.5885692,135.5331569
9/16/2012,Seahawks,Cowboys,114.0234438,113.6344458
9/16/2012,Steelers,Jets,100.9934822,124.4278
9/16/2012,49ers,Lions,76.02347483,130.4946319
9/16/2012,Rams,Redskins,149.8415538,102.835154
9/16/2012,Bengals,Browns,113.4893009,109.0723049
9/16/2012,Dolphins,Raiders,95.11462964,124.4438282
9/16/2012,Bills,Chiefs,143.3446583,116.2734195
9/16/2012,Panthers,Saints,128.8840279,156.4723353
9/16/2012,Chargers,Titans,120.7762279,117.6027509
9/16/2012,Giants,Buccaneers,119.2688497,97.52905525
9/17/2012,Falcons,Broncos,108.8529289,98.93807744
9/20/2012,Panthers,Giants,129.1452044,123.9283617
9/23/2012,Chargers,Falcons,104.7629608,98.98112934
9/23/2012,Browns,Bills,149.0239341,96.71461299
9/23/2012,Cowboys,Buccaneers,96.61952575,120.2732831
9/23/2012,Colts,Jaguars,136.8416318,92.02761703
9/23/2012,Dolphins,Jets,92.70519799,114.4644129
9/23/2012,Bears,Rams,86.87678503,125.3268485
9/23/2012,Vikings,49ers,110.376555,139.2984943
9/23/2012,Saints,Chiefs,114.1513383,111.6886347
9/23/2012,Broncos,Texans,120.173362,151.2001996
9/23/2012,Cardinals,Eagles,123.5766313,88.4987318
9/23/2012,Ravens,Patriots,103.2036938,124.0718428
9/23/2012,Redskins,Bengals,99.10716247,112.8972227
9/23/2012,Raiders,Steelers,114.4988904,109.3112349
9/23/2012,Titans,Lions,136.9745936,75.52156234
9/24/2012,Seahawks,Packers,99.24732378,113.6579016
9/27/2012,Ravens,Browns,108.6555282,120.5787717
9/30/2012,Jets,49ers,117.1633635,106.3020794
9/30/2012,Jaguars,Bengals,128.8101557,111.5867981
9/30/2012,Lions,Vikings,124.4632067,87.14290056
9/30/2012,Rams,Seahawks,142.7893646,107.7323586
9/30/2012,Eagles,Giants,109.085882,137.2628977
9/30/2012,Chiefs,Chargers,136.8235926,129.6131717
9/30/2012,Buccaneers,Redskins,114.4572778,98.36160528
9/30/2012,Cardinals,Dolphins,116.8813193,90.96645079
9/30/2012,Packers,Saints,122.36366,92.00949263
9/30/2012,Bills,Patriots,140.0528486,146.3927111
9/30/2012,Falcons,Panthers,118.3395221,90.50768092
9/30/2012,Broncos,Raiders,109.009237,148.5023144
9/30/2012,Texans,Titans,86.78177478,152.8857061
10/1/2012,Cowboys,Bears,112.5276144,106.5201805
10/4/2012,Rams,Cardinals,136.3562751,100.259748
10/7/2012,Jaguars,Bears,127.2237208,122.9337582
10/7/2012,Chiefs,Ravens,128.0587565,153.0191176
10/7/2012,Panthers,Seahawks,134.5839417,128.193218
10/7/2012,Bengals,Dolphins,132.5427706,104.4766718
10/7/2012,Steelers,Eagles,98.57635637,105.0720885
10/7/2012,Redskins,Falcons,106.49652,137.7520421
10/7/2012,Vikings,Titans,102.8010503,133.7369232
10/7/2012,Colts,Packers,129.7425645,90.45485893
10/7/2012,Patriots,Broncos,105.9860344,109.6660784
10/7/2012,Saints,Chargers,156.4959314,115.5180727
10/7/2012,Giants,Browns,107.0047468,99.43208324
10/7/2012,49ers,Bills,84.33579991,137.3708762
10/8/2012,Jets,Texans,127.8162993,104.4199935
10/11/2012,Titans,Steelers,132.4622678,81.10970278
10/14/2012,49ers,Giants,78.87278772,154.8660461
10/14/2012,Cardinals,Bills,112.8156727,82.76258238
10/14/2012,Dolphins,Rams,73.03209623,141.1704841
10/14/2012,Falcons,Raiders,130.6520349,98.90624916
10/14/2012,Eagles,Lions,98.84612345,139.9570431
10/14/2012,Seahawks,Patriots,86.57827774,135.8672533
10/14/2012,Texans,Packers,91.39832107,145.7972367
10/14/2012,Ravens,Cowboys,95.81483517,118.467995
10/14/2012,Browns,Bengals,131.4664668,85.0304895
10/14/2012,Jets,Colts,146.7337629,96.94798682
10/14/2012,Buccaneers,Chiefs,101.7345482,93.65697838
10/14/2012,Redskins,Vikings,103.2822001,141.3546723
10/15/2012,Chargers,Broncos,97.74857934,109.1227037
10/18/2012,49ers,Seahawks,79.6010364,175.0922813
10/21/2012,Panthers,Cowboys,133.3448303,139.8138551
10/21/2012,Colts,Browns,139.4653588,100.1060382
10/21/2012,Bengals,Steelers,117.5059334,106.6656823
10/21/2012,Rams,Packers,128.227219,98.19327005
10/21/2012,Vikings,Cardinals,90.16260034,136.9187118
10/21/2012,Raiders,Jaguars,134.9052573,88.82649547
10/21/2012,Giants,Redskins,112.6023183,112.6620488
10/21/2012,Buccaneers,Saints,109.3773057,91.67371187
10/21/2012,Patriots,Jets,99.47318131,142.5067618
10/21/2012,Bills,Titans,163.6078011,130.075786
10/21/2012,Texans,Ravens,87.89280522,148.1587291
10/22/2012,Bears,Lions,78.33186751,113.8842127
10/25/2012,Vikings,Buccaneers,103.0325462,131.6493388
10/28/2012,Browns,Chargers,138.2596505,87.92698658
10/28/2012,Rams,Patriots,116.0011571,105.8999703
10/28/2012,Jets,Dolphins,135.2624724,112.7789903
10/28/2012,Titans,Colts,131.0625388,80.09608452
10/28/2012,Chiefs,Raiders,125.7012313,157.1792011
10/28/2012,Eagles,Falcons,101.3319852,131.742556
10/28/2012,Bears,Panthers,75.07670522,128.4572671
10/28/2012,Packers,Jaguars,113.1996582,98.67804687
10/28/2012,Cowboys,Giants,103.5885126,107.8843283
10/28/2012,Steelers,Redskins,97.75972459,95.6357911
10/28/2012,Lions,Seahawks,109.97376,97.24857977
10/28/2012,Broncos,Saints,128.212189,132.0966838
10/29/2012,Cardinals,49ers,117.9060241,90.35411107
11/1/2012,Chargers,Chiefs,87.51771224,107.7293256
11/4/2012,Redskins,Panthers,96.27459369,156.9203248
11/4/2012,Jaguars,Lions,133.6451494,99.66918723
11/4/2012,Browns,Ravens,139.8390049,84.16170324
11/4/2012,Falcons,Cowboys,132.982661,90.84227079
11/4/2012,Giants,Steelers,123.7524146,112.2017348
11/4/2012,Titans,Bears,135.9292775,93.16438855
11/4/2012,Texans,Bills,89.13224313,142.5509934
11/4/2012,Colts,Dolphins,144.4484385,98.83316589
11/4/2012,Bengals,Broncos,117.2234849,101.6912705
11/4/2012,Seahawks,Vikings,95.03449456,129.3503651
11/4/2012,Packers,Cardinals,112.9173452,96.09922553
11/4/2012,Raiders,Buccaneers,112.5182655,90.37532369
11/5/2012,Saints,Eagles,140.5229583,95.26204931
11/8/2012,Jaguars,Colts,124.8204728,95.08895188
11/11/2012,Dolphins,Titans,85.8559907,117.2669298
11/11/2012,Bears,Texans,80.88455101,127.7487728
11/11/2012,Panthers,Broncos,116.1319628,128.990801
11/11/2012,Eagles,Cowboys,109.723063,119.8420262
11/11/2012,49ers,Rams,93.70190342,163.4674734
11/11/2012,Seahawks,Jets,94.24360022,129.4997345
11/11/2012,Bengals,Giants,123.3217314,99.62397053
11/11/2012,Saints,Falcons,150.8570446,90.51405785
11/11/2012,Vikings,Lions,111.9155879,135.2395831
11/11/2012,Buccaneers,Chargers,106.2448,106.8078256
11/11/2012,Patriots,Bills,99.0590265,137.796596
11/11/2012,Ravens,Raiders,132.8326051,110.9836864
11/12/2012,Steelers,Chiefs,93.52992237,107.2769006
11/15/2012,Bills,Dolphins,164.3874022,132.3463021
11/18/2012,Chiefs,Bengals,128.8596466,139.8669561
11/18/2012,Steelers,Ravens,90.06906674,111.6334577
11/18/2012,Rams,Jets,114.2786221,106.9795887
11/18/2012,Raiders,Saints,129.4365358,86.44302454
11/18/2012,Lions,Packers,111.9389022,101.2410843
11/18/2012,Panthers,Buccaneers,120.2806403,128.4704798
11/18/2012,Falcons,Cardinals,123.3384689,99.89828324
11/18/2012,Cowboys,Browns,107.7921394,91.31664136
11/18/2012,Broncos,Chargers,111.6898129,125.0265732
11/18/2012,Redskins,Eagles,99.46863753,151.0745707
11/18/2012,Texans,Jaguars,84.13979046,143.2751534
11/18/2012,Patriots,Colts,99.68900152,139.8697463
11/19/2012,49ers,Bears,84.8302741,157.8398438
11/22/2012,Jets,Patriots,135.5229391,109.6996315
11/22/2012,Lions,Texans,120.4522468,96.8949295
11/22/2012,Cowboys,Redskins,106.6059778,89.22564544
11/25/2012,Chiefs,Broncos,124.8569505,140.1070805
11/25/2012,Chargers,Ravens,91.13185243,108.3320952
11/25/2012,Cardinals,Rams,128.5702845,81.22560456
11/25/2012,Colts,Bills,123.3843195,110.6567416
11/25/2012,Browns,Steelers,138.2205174,91.75507657
11/25/2012,Saints,49ers,146.4636328,99.82145001
11/25/2012,Buccaneers,Falcons,96.36084462,119.9566229
11/25/2012,Jaguars,Titans,128.4500442,85.29550344
11/25/2012,Dolphins,Seahawks,94.95169893,107.5307117
11/25/2012,Bears,Vikings,92.66778378,129.9002986
11/25/2012,Bengals,Raiders,119.7206492,96.46392752
11/25/2012,Giants,Packers,117.6062958,108.645101
11/26/2012,Eagles,Panthers,112.4354059,125.3144028
11/29/2012,Falcons,Saints,127.1450818,89.19571851
12/2/2012,Jets,Cardinals,133.9160048,110.3979075
12/2/2012,Titans,Texans,131.3153213,110.2352191
12/2/2012,Chargers,Bengals,95.28362331,102.8825237
12/2/2012,Rams,49ers,120.2550381,112.1599267
12/2/2012,Dolphins,Patriots,97.9663094,102.2878414
12/2/2012,Raiders,Browns,127.378294,86.55975818
12/2/2012,Bears,Seahawks,96.38871632,124.737116
12/2/2012,Ravens,Steelers,127.0641551,105.1571533
12/2/2012,Packers,Vikings,101.3626054,99.97671939
12/2/2012,Chiefs,Panthers,131.618188,138.0687669
12/2/2012,Broncos,Buccaneers,100.0119613,115.6403815
12/2/2012,Lions,Colts,116.8577476,97.95919334
12/2/2012,Bills,Jaguars,152.0556027,133.6098006
12/2/2012,Cowboys,Eagles,105.916557,86.67391996
12/3/2012,Redskins,Giants,98.64051943,155.564185
12/6/2012,Raiders,Broncos,133.8737349,87.55222896
12/9/2012,Jaguars,Jets,129.4413868,86.16887459
12/9/2012,Bills,Rams,146.197801,134.2674072
12/9/2012,Bengals,Cowboys,117.9244845,116.4369183
12/9/2012,Vikings,Bears,114.0686266,148.019141
12/9/2012,Buccaneers,Eagles,94.05070029,118.8222374
12/9/2012,Steelers,Chargers,93.5837128,107.3183948
12/9/2012,49ers,Dolphins,89.36182066,156.7032963
12/9/2012,Packers,Lions,105.6890555,101.6540522
12/9/2012,Colts,Titans,122.6323044,107.9764195
12/9/2012,Browns,Chiefs,120.4413873,96.86808452
12/9/2012,Panthers,Falcons,127.3024603,116.0617673
12/9/2012,Redskins,Ravens,92.05608768,156.3955826
12/9/2012,Giants,Saints,112.8895298,114.758795
12/9/2012,Seahawks,Cardinals,113.861612,137.2410879
12/10/2012,Patriots,Texans,108.6041139,138.1533977
12/13/2012,Eagles,Bengals,117.8865363,131.7948323
12/16/2012,Chargers,Panthers,99.27405204,97.25605926
12/16/2012,Bears,Packers,105.0784956,124.0719942
12/16/2012,Raiders,Chiefs,133.5648979,85.97625387
12/16/2012,Ravens,Broncos,121.955108,107.7786378
12/16/2012,Bills,Seahawks,137.1899342,143.1818515
12/16/2012,Browns,Redskins,117.0190037,98.78546223
12/16/2012,Rams,Vikings,119.277612,114.2850955
12/16/2012,Dolphins,Jaguars,98.96716113,109.7276854
12/16/2012,Cowboys,Steelers,115.5266919,83.52450567
12/16/2012,Texans,Colts,89.27938963,144.5773027
12/16/2012,Falcons,Giants,119.7316423,89.8259895
12/16/2012,Patriots,49ers,108.0582349,136.3846279
12/16/2012,Cardinals,Lions,130.4044138,85.04453378
12/16/2012,Saints,Buccaneers,143.9765721,98.74889064
12/17/2012,Titans,Jets,128.3929958,107.8475528
12/22/2012,Lions,Falcons,124.0405484,103.9860717
12/23/2012,Texans,Vikings,93.09826787,140.4468083
12/23/2012,Steelers,Bengals,94.93174143,103.0830686
12/23/2012,Chiefs,Colts,131.9907434,144.6930432
12/23/2012,Buccaneers,Rams,85.81286929,117.0617485
12/23/2012,Cardinals,Bears,143.4745402,81.4135435
12/23/2012,Jaguars,Patriots,141.5715316,85.38491093
12/23/2012,Panthers,Raiders,120.7725291,126.8148411
12/23/2012,Jets,Chargers,131.4121784,121.7706817
12/23/2012,Eagles,Redskins,120.5946191,122.7845538
12/23/2012,Dolphins,Bills,104.5971644,108.5421881
12/23/2012,Cowboys,Saints,118.8817487,80.4521349
12/23/2012,Ravens,Giants,127.7617463,112.0938166
12/23/2012,Broncos,Browns,96.83580466,112.1968991
12/23/2012,Seahawks,49ers,110.565218,153.8502551
12/23/2012,Packers,Titans,119.0216999,110.0389773
12/30/2012,Falcons,Buccaneers,125.532113,88.37246293
12/30/2012,Seahawks,Rams,111.2019068,164.0566235
12/30/2012,Bengals,Ravens,100.1658795,123.0259139
12/30/2012,Steelers,Browns,94.15826353,99.8353969
12/30/2012,Chargers,Raiders,100.2515879,94.16804326
12/30/2012,Lions,Bears,122.2563764,102.5343163
12/30/2012,49ers,Cardinals,91.02491973,159.8662033
12/30/2012,Patriots,Dolphins,110.6544322,133.1005888
12/30/2012,Bills,Jets,144.0428599,136.3018533
12/30/2012,Colts,Texans,124.7767436,107.459997
12/30/2012,Redskins,Cowboys,98.33391645,162.1546669
12/30/2012,Vikings,Packers,115.1097474,164.5035324
12/30/2012,Broncos,Chiefs,92.61534348,116.2833795
12/30/2012,Titans,Jaguars,127.6331408,111.6286461
12/30/2012,Saints,Panthers,138.6667739,106.1993276
12/30/2012,Giants,Eagles,123.6200004,115.4663413
1/5/2013,Texans,Bengals,101.0215352,134.6165158
1/5/2013,Packers,Vikings,113.1982886,110.7670477
1/6/2013,Redskins,Seahawks,97.623839,160.1124077
1/6/2013,Ravens,Colts,126.3354977,116.6288552
1/12/2013,Broncos,Ravens,91.87528877,114.710928
1/12/2013,49ers,Packers,97.98045998,154.3349584
1/13/2013,Falcons,Seahawks,121.3569395,87.35206564
1/13/2013,Patriots,Texans,109.0973065,130.8580713
