schedule_season,schedule_week,schedule_playoff,stadium_neutral
2004,7,FALSE,FALSE
2004,7,FALSE,FALSE
2004,7,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,8,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,9,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,10,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,11,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
