date,home,away,total_yards_opp_homeAvg,total_yards_homeAvg,sacks_opp_homeAvg,sacks_homeAvg,turnovers_opp_homeAvg,turnovers_homeAvg,penalties_opp_homeAvg,penalties_homeAvg
9/16/2012,Seahawks,Cowboys,331.9249289,308.5995576,2.138119608,2.976565308,1.975898684,1.345847982,6.113731524,8.409972971
9/16/2012,Steelers,Jets,284.8152963,372.4984761,2.004826304,2.691703576,0.982311083,1.70124681,5.889859878,6.342385747
9/16/2012,49ers,Lions,320.7829233,321.1303838,2.954004214,2.861518916,2.371183722,0.704009077,5.815304546,6.553910467
9/16/2012,Rams,Redskins,353.985579,279.4572369,2.418309971,3.323646756,1.107758933,1.410980593,7.018964514,6.867188133
9/16/2012,Bengals,Browns,319.773979,319.1213613,2.784490087,1.676730795,1.278828862,1.572756317,6.092507133,5.976459886
9/16/2012,Dolphins,Raiders,341.8099601,315.762969,2.579062059,3.236118914,1.261423322,1.607933907,7.003985554,5.37399495
9/16/2012,Bills,Chiefs,369.2120492,346.7280786,1.908507715,1.536377321,1.840610633,2.058134304,5.255923318,5.397980623
9/16/2012,Panthers,Saints,378.7771705,382.0256978,1.958476731,2.207978553,1.564323924,1.408921221,6.011257272,6.838575277
9/16/2012,Chargers,Titans,351.1762818,392.2672459,2.069279063,1.761977063,1.316625925,1.632998019,5.585505717,5.502661732
9/16/2012,Giants,Buccaneers,365.2600323,394.5329244,2.888741598,1.913447486,1.905137462,1.174908894,6.31344267,5.694321372
9/17/2012,Falcons,Broncos,344.1384802,362.2283256,2.023484708,1.654033423,1.532834413,1.132293231,6.58261914,5.616049425
9/20/2012,Panthers,Giants,352.8253928,365.1521182,1.958132602,2.355963752,1.227230424,1.532871624,5.616647522,6.662724363
9/23/2012,Chargers,Falcons,346.0421192,363.0888053,2.236616167,1.602430765,1.250329318,1.291073306,5.68147498,6.280853287
9/23/2012,Browns,Bills,362.3408121,269.2523049,1.948435972,2.345539066,2.067061033,1.847933473,6.928442495,5.219794567
9/23/2012,Cowboys,Buccaneers,328.9943115,382.5979241,2.665492335,2.459470256,1.392582182,1.186787181,5.050331009,8.349715698
9/23/2012,Colts,Jaguars,378.7470832,303.9480842,1.88890096,2.371251059,1.053129286,2.491570948,5.613965428,4.286654481
9/23/2012,Dolphins,Jets,341.3213936,306.8043763,2.458550318,2.969546052,0.989584222,2.124394658,6.369492391,5.74034405
9/23/2012,Bears,Rams,346.5657161,337.4402146,2.245522284,2.854075689,2.576186529,1.734156779,5.192771636,6.530448727
9/23/2012,Vikings,49ers,356.41289,342.4968971,2.925165756,2.847237717,1.394706274,1.563907835,5.731948727,6.265265094
9/23/2012,Saints,Chiefs,391.8466558,458.7753752,2.012443081,1.643240055,0.880052243,1.793806095,7.623515486,6.839320051
9/23/2012,Broncos,Texans,353.715498,324.239743,3.016475663,2.516764109,1.121490166,1.603955609,6.205917335,6.153795161
9/23/2012,Cardinals,Eagles,329.3871675,308.5338736,2.766015666,2.876100463,1.35435642,1.996709552,8.752800274,7.270697202
9/23/2012,Ravens,Patriots,299.8544129,352.6462552,2.850005868,2.479181903,1.823868237,1.052771681,5.095044728,5.383218687
9/23/2012,Redskins,Bengals,345.3209047,364.6617545,2.345387542,2.373937486,1.677811027,1.70636238,8.448763451,7.112052039
9/23/2012,Raiders,Steelers,358.5455972,366.9683878,2.08492518,1.936666546,1.265618987,1.670025748,7.874332813,9.291261291
9/23/2012,Titans,Lions,364.8550675,325.8664257,1.543963201,1.636582331,1.111482994,1.543596999,5.545370416,5.636540585
9/24/2012,Seahawks,Packers,316.2390309,296.4814766,1.881989177,3.011412966,1.990894413,1.491568364,6.960045686,9.422295137
9/27/2012,Ravens,Browns,331.6245803,347.0062676,2.672411634,2.436459734,2.059466663,1.244507524,5.399110082,5.445955543
9/30/2012,Jets,49ers,327.9507279,307.7167331,1.934070236,1.966717898,1.924948741,1.733000711,7.293375695,6.297461624
9/30/2012,Jaguars,Bengals,347.8260101,251.4580192,1.567720784,2.660464035,1.339350462,1.27987703,6.815172261,5.237549149
9/30/2012,Lions,Vikings,362.39313,388.5137784,2.845295139,1.924151047,1.540779585,1.702606204,6.524584631,7.135066001
9/30/2012,Rams,Seahawks,370.8748661,306.1172985,1.885216112,3.22042422,1.419805353,1.451671885,7.045215463,6.913990122
9/30/2012,Eagles,Giants,302.2467175,421.9183126,2.709331607,2.043952626,2.053183987,3.12275577,5.486133689,7.7336081
9/30/2012,Chiefs,Chargers,346.0509424,346.4885526,1.419278686,2.79750828,1.037494687,2.186282088,5.606317394,5.551352602
9/30/2012,Buccaneers,Redskins,413.5922933,304.9965671,1.524899989,2.05994161,1.839084825,1.929417606,6.16064479,6.637431456
9/30/2012,Cardinals,Dolphins,339.6533691,296.4943894,2.977150657,2.728492315,1.275644335,2.013105019,8.627078755,6.859727174
9/30/2012,Packers,Saints,366.0220879,375.1356926,2.98131344,3.167146669,2.190917339,1.244940869,7.644157301,5.361152871
9/30/2012,Bills,Patriots,382.1631669,360.7958574,2.139147116,0.960553137,1.918574311,1.992966128,4.980624754,5.430282627
9/30/2012,Falcons,Panthers,351.612318,349.7065955,2.380215228,1.425798868,2.247263246,0.712978075,6.35965952,5.46312317
9/30/2012,Broncos,Raiders,341.7688798,326.6760921,2.720208932,2.533262868,0.929467561,1.983239594,6.278760371,6.718891262
9/30/2012,Texans,Titans,254.1978216,366.097005,2.829132745,1.664638719,1.899801586,0.88382153,5.759041134,6.385042035
10/1/2012,Cowboys,Bears,326.8514941,366.4968541,2.554928978,2.167885889,1.144627696,1.323652724,5.033439332,7.737426138
10/4/2012,Rams,Cardinals,355.444944,283.2953373,1.916896555,3.672220006,1.354714894,1.543631338,6.876214054,6.448295158
10/7/2012,Jaguars,Bears,361.3006375,264.238832,1.323472862,2.394791709,1.293455485,1.066524255,7.509011567,5.384238269
10/7/2012,Chiefs,Ravens,336.3216244,374.3369949,1.819176008,2.828885514,1.024488624,2.297980168,5.371801555,5.628069097
10/7/2012,Panthers,Seahawks,383.0713793,375.3571838,1.81384657,2.082993396,1.148292259,2.006303834,4.969711994,5.635701832
10/7/2012,Bengals,Dolphins,365.9730782,353.1608828,3.070932135,2.705436214,0.997984147,1.634648608,6.573727979,5.9431264
10/7/2012,Steelers,Eagles,281.0008812,350.422736,1.993769377,3.167290627,0.997652272,1.261223972,6.095838993,7.30612898
10/7/2012,Redskins,Falcons,383.7111399,369.2342065,2.24058308,2.59627233,1.939413319,1.470218006,8.203883235,7.575906725
10/7/2012,Vikings,Titans,331.8296663,341.2609784,2.784504497,2.569785235,1.421638291,1.554033726,5.937262488,6.176847376
10/7/2012,Colts,Packers,369.4006659,298.6568699,2.290321744,2.313312408,1.043652288,2.038850417,6.607840305,4.787217992
10/7/2012,Patriots,Broncos,368.9677965,397.3395897,2.211389484,2.127918895,1.730949152,0.780655364,6.907998034,5.534992102
10/7/2012,Saints,Chargers,424.5368309,437.591133,1.916529107,1.899349014,1.247985905,1.738588121,6.898487107,5.747737416
10/7/2012,Giants,Browns,360.0746978,413.268911,2.520821104,1.768758955,2.221410677,1.253712067,6.399551938,5.573051432
10/7/2012,49ers,Bills,320.1284183,332.192463,2.336695257,3.065705201,1.905082593,1.01772088,5.811779449,6.434707203
10/8/2012,Jets,Texans,336.8940122,320.9164535,1.619060859,1.971872309,1.936571954,1.782090615,7.921599292,6.739223556
10/11/2012,Titans,Steelers,393.2286265,326.868708,1.573123052,1.515537761,0.914967295,1.760108587,5.304321231,6.154880314
10/14/2012,49ers,Giants,297.3241752,341.4753217,2.460487401,2.87154892,2.178029508,0.87370707,5.550522687,6.533263966
10/14/2012,Cardinals,Bills,352.5599085,293.9479299,3.398379361,3.537144176,1.934132403,1.747406055,7.425451786,6.48111403
10/14/2012,Dolphins,Rams,342.2883275,358.381915,2.919617725,2.401371797,1.288136988,2.111139631,6.497617189,5.797958256
10/14/2012,Falcons,Raiders,348.0196088,366.0111878,2.221804544,2.226339634,2.347482199,0.725524391,6.379996253,4.377368676
10/14/2012,Eagles,Lions,309.4234695,406.4550471,2.307421377,2.43079686,1.629589914,2.704923243,5.586338985,6.942174964
10/14/2012,Seahawks,Patriots,302.67541,295.040927,2.688970396,2.408091728,1.61822347,1.276778557,6.93318654,8.849235198
10/14/2012,Texans,Packers,275.3897623,363.9349558,3.056363932,1.298885853,1.928445035,0.928002685,6.206302078,6.014246624
10/14/2012,Ravens,Cowboys,343.7804279,379.0420563,2.352257426,2.318843553,1.793121099,1.144667474,6.182324078,7.370116343
10/14/2012,Browns,Bengals,374.1824592,300.9783662,2.62827454,2.349297042,1.677532633,1.773768688,7.970960034,6.134803975
10/14/2012,Jets,Colts,342.2470075,294.1776481,1.624010269,2.079681711,1.628619929,2.103943891,7.952934764,6.480675482
10/14/2012,Buccaneers,Chiefs,395.6025627,280.6218003,1.931995977,2.050251607,2.047688806,1.954783428,7.350010914,7.229860246
10/14/2012,Redskins,Vikings,383.6101913,385.406726,2.020848848,2.331952123,1.821656992,1.264516157,8.471845461,7.736110538
10/15/2012,Chargers,Broncos,336.8224212,347.1047939,1.875682295,2.024829597,1.88022821,1.574978512,5.895378553,5.850582918
10/18/2012,49ers,Seahawks,280.7113037,375.9643747,2.278961368,2.49349306,2.137940579,0.887635408,5.489807762,6.625647945
10/21/2012,Panthers,Cowboys,389.1737586,377.3968407,2.575492167,2.177089925,1.129592884,1.879410813,4.509091775,6.038397227
10/21/2012,Colts,Browns,361.9890768,344.690226,2.555235875,2.235291772,0.847337175,1.747074038,6.964000224,6.300742395
10/21/2012,Bengals,Steelers,338.4103806,351.4856096,3.286404458,2.445455284,1.240142539,1.86714145,5.390695617,5.803527425
10/21/2012,Rams,Packers,340.6877831,275.5284056,2.82624449,3.1075946,1.535495744,1.401996458,6.398636771,6.403856042
10/21/2012,Vikings,Cardinals,322.7837559,340.5672887,2.997708643,2.305719048,1.442053348,1.433140577,6.399026948,5.775087504
10/21/2012,Raiders,Jaguars,405.1407727,347.5702637,1.394588451,1.695733086,1.111035746,1.265517691,6.931949041,7.04556141
10/21/2012,Giants,Redskins,367.985004,417.7000461,2.053056529,1.337782963,2.035799988,1.267061536,6.599127027,5.360607452
10/21/2012,Buccaneers,Saints,407.8914245,294.2161241,1.785961106,1.88725805,1.735465712,1.81167074,7.461794089,7.64568786
10/21/2012,Patriots,Jets,380.4062083,424.7479273,2.330916603,2.212213463,2.45423745,0.971233892,5.984773636,5.033199461
10/21/2012,Bills,Titans,423.9941218,346.2494383,1.987296582,1.223684563,1.798439851,2.407327649,4.88973669,5.69924862
10/21/2012,Texans,Ravens,276.3674412,366.7372921,3.008953352,1.154028191,1.956987479,0.956594463,6.07176978,6.083057709
10/22/2012,Bears,Lions,328.4718581,307.5768488,2.9186918,3.125817154,2.786734883,1.839620917,4.316124979,6.221312757
10/25/2012,Vikings,Buccaneers,326.9141096,350.9667777,2.711797733,2.486411793,1.413123468,1.654887503,6.463119902,5.601352961
10/28/2012,Browns,Chargers,399.2074322,313.6149217,2.201082893,2.089132976,1.994639553,1.852647071,7.283737241,6.480053901
10/28/2012,Rams,Patriots,318.2809484,299.3585096,2.862947276,3.059746189,1.353733224,1.340980246,6.249646623,7.072760477
10/28/2012,Jets,Dolphins,342.760749,297.8368106,1.728546061,2.040438068,1.836294477,1.832637304,7.306555939,6.472380595
10/28/2012,Titans,Colts,406.1727109,321.6433595,1.418909876,1.774306411,0.999790113,1.704549399,5.155809398,6.390835866
10/28/2012,Chiefs,Raiders,323.5412153,371.3192293,2.317465591,2.37235166,1.153562008,2.922261644,5.567370107,6.426800737
10/28/2012,Eagles,Falcons,313.7806613,384.0298447,1.963119763,2.555316896,1.402651761,2.604103551,6.018674886,6.738237739
10/28/2012,Bears,Panthers,308.5941044,334.8946273,2.96744116,2.782317843,2.850695875,1.742831718,4.490549291,7.00559311
10/28/2012,Packers,Jaguars,367.5552452,368.6555802,2.789575938,3.51624135,1.610476243,1.007326518,8.855702258,6.308146965
10/28/2012,Cowboys,Giants,311.7191838,379.9798889,2.089315604,2.071866567,1.045108174,1.923932266,6.311714699,8.398123783
10/28/2012,Steelers,Redskins,292.9623683,366.1556679,2.120597951,2.197864706,1.168822689,1.032674949,5.467370991,7.570759773
10/28/2012,Lions,Seahawks,357.102942,414.1527831,2.4157326,1.951022246,1.53669441,1.490211073,6.516095441,8.479842708
10/28/2012,Broncos,Saints,349.4303977,364.5562543,2.755889847,2.272137608,0.926530636,1.830100063,6.3727755,6.237537427
10/29/2012,Cardinals,49ers,333.4869639,296.2034532,2.970274444,4.387595462,1.847291445,1.681151939,7.139533533,6.389747677
11/1/2012,Chargers,Chiefs,347.0302532,349.029255,1.789897329,2.630375312,1.963458346,2.129366071,6.845207896,6.413680257
11/4/2012,Redskins,Panthers,397.6127283,387.2639494,1.930643113,2.382079517,2.002021339,1.596065095,6.753509702,7.261318107
11/4/2012,Jaguars,Lions,383.4380818,242.2450063,1.236540723,2.984136768,1.575949124,1.349288209,8.073910699,5.244335228
11/4/2012,Browns,Ravens,391.2468252,312.5034703,2.331425551,1.813565498,1.895771803,1.651516263,7.289486817,6.798444454
11/4/2012,Falcons,Cowboys,359.0905923,364.2458469,2.491768529,1.862631603,2.381841606,1.098544301,6.788041612,3.701432591
11/4/2012,Giants,Steelers,375.6165186,408.1524717,2.531265054,1.187768397,2.34107905,1.221701422,6.620258991,4.690017334
11/4/2012,Titans,Bears,403.1915897,329.4256554,1.326304904,1.830715181,1.116232497,1.518068596,5.489580492,6.019690297
11/4/2012,Texans,Bills,294.7272248,359.1233671,2.88593966,1.344144825,1.736335754,1.186146384,5.724687098,6.196595182
11/4/2012,Colts,Dolphins,355.3303686,338.7999557,2.055352663,2.577414864,0.592858908,1.938835418,7.474747291,6.082005679
11/4/2012,Bengals,Broncos,338.3452558,360.159999,3.170497248,2.398875331,1.233639868,2.127384872,5.368450053,6.003072372
11/4/2012,Seahawks,Vikings,306.9198086,301.1405283,2.61389028,2.244897994,1.678513616,1.525813504,6.356904744,7.540246793
11/4/2012,Packers,Cardinals,368.022229,371.499365,2.844971358,3.448339336,1.533356765,0.891389641,8.593781948,5.932345236
11/4/2012,Raiders,Buccaneers,363.350673,361.1528693,1.511281964,1.938108626,1.31633427,1.712232092,6.269876029,7.892846448
11/5/2012,Saints,Eagles,438.2960576,438.7302117,2.067816224,1.776918733,1.278052846,1.366435281,7.020925146,6.851075022
11/8/2012,Jaguars,Colts,364.0208157,253.5261642,1.298169501,2.866114181,1.499887874,1.313381683,7.741061156,5.509086935
11/11/2012,Dolphins,Titans,353.1796491,319.0791523,3.128567083,2.330718663,1.572631804,1.73557837,6.760811342,5.123288885
11/11/2012,Bears,Texans,319.7750338,316.4653601,2.921260616,3.450781945,2.927334637,1.699254009,4.271547208,6.982291196
11/11/2012,Panthers,Broncos,353.1400228,353.5934469,2.686509257,2.375558963,1.54680065,1.932918216,4.904722685,5.62476883
11/11/2012,Eagles,Cowboys,335.7948356,365.2765899,1.713494515,2.676860472,1.219016267,2.322806554,7.183163602,6.927784815
11/11/2012,49ers,Rams,283.7478875,362.4579981,1.935930995,2.875684639,1.798201111,1.110932893,4.756729358,6.287403502
11/11/2012,Seahawks,Jets,316.2275557,306.5981443,2.540642911,1.939687873,1.551405812,1.554134605,6.198356677,6.895541082
11/11/2012,Bengals,Giants,349.7459968,342.1060709,3.15383788,2.129703753,1.308521284,2.017227555,5.3846131,5.577153932
11/11/2012,Saints,Falcons,449.3858262,416.5565381,1.861743347,1.717227748,1.268077463,1.276713552,6.784056107,6.396349083
11/11/2012,Vikings,Lions,339.8183069,338.3564894,2.955561859,2.627378652,1.303204311,1.857060854,6.480200545,5.687836852
11/11/2012,Buccaneers,Chargers,393.6536481,352.1062377,1.509277958,1.72282134,1.831854992,1.413929961,7.054848926,6.982013081
11/11/2012,Patriots,Bills,380.7803034,430.2224718,2.438064199,1.915740847,2.389309034,1.051163761,5.887271692,5.22910985
11/11/2012,Ravens,Raiders,373.635294,346.1535167,1.85958063,2.542139152,1.746025507,1.1450996,6.96807342,7.137327111
11/12/2012,Steelers,Chiefs,275.5476878,372.2752405,1.766992046,2.121987086,1.034052037,1.022147397,5.133749912,6.825767617
11/15/2012,Bills,Dolphins,402.856287,341.0212654,2.356394672,1.616799144,1.340881074,2.229920907,5.124210244,5.570067895
11/18/2012,Chiefs,Bengals,340.0531481,344.1671071,1.833216545,2.065157548,1.324304792,3.184423563,5.534681988,6.192736804
11/18/2012,Steelers,Ravens,266.2738013,369.7373835,1.740598465,2.315554275,1.046970779,1.146804981,5.358477605,6.715478748
11/18/2012,Rams,Jets,342.3743068,307.9395278,2.639343161,2.877943671,1.058804088,1.387901147,6.093918057,7.469595368
11/18/2012,Raiders,Saints,370.9171173,365.4533417,1.598932542,1.749050796,1.579234932,1.785960401,7.018587952,7.316229021
11/18/2012,Lions,Packers,342.9066334,412.4049331,2.287806711,1.954834688,1.472702932,1.57227578,5.640707912,7.324313779
11/18/2012,Panthers,Buccaneers,349.8952181,350.5150989,2.844631094,2.130918257,1.381997354,1.730918761,5.747747894,5.757250029
11/18/2012,Falcons,Cardinals,350.1953561,378.2689091,2.393665521,2.047144932,1.884323355,0.858840569,6.750934868,3.734474211
11/18/2012,Cowboys,Browns,326.5281481,377.69751,2.067747478,1.977692575,1.069243054,2.033600956,5.968425144,7.333858204
11/18/2012,Broncos,Chargers,336.4924675,384.854915,2.898055499,1.444121159,1.447041347,1.883744773,6.668148123,6.421531222
11/18/2012,Redskins,Eagles,392.5596073,374.4811261,1.82792366,2.237531324,1.783542339,1.382223057,6.323276474,7.204127434
11/18/2012,Texans,Jaguars,284.1929393,365.4811988,3.154084271,1.464350565,1.673204199,0.970834445,5.320851821,6.184603675
11/18/2012,Patriots,Colts,375.3200411,434.6228843,2.434990971,1.710972175,2.354932895,0.887129571,6.533852009,5.491584532
11/19/2012,49ers,Bears,281.6166219,357.8054325,2.122704645,3.029598401,1.708581215,1.010406704,4.994503033,6.710310278
11/22/2012,Jets,Patriots,338.0715386,305.0871636,1.856559995,2.526681788,1.668854061,1.998348905,6.923654309,6.372017666
11/22/2012,Lions,Texans,349.4052606,410.0451869,2.246926854,1.943636363,1.310975566,1.625628054,5.700979202,7.14536517
11/22/2012,Cowboys,Redskins,331.9385433,367.8630849,2.077003048,2.08486009,1.152846387,1.835596075,6.001942987,7.950193702
11/25/2012,Chiefs,Broncos,330.6525348,339.0904956,1.757499842,2.090095698,1.217686321,2.970489325,5.028320431,6.113503881
11/25/2012,Chargers,Ravens,327.2878972,347.2717116,1.653301925,2.238720853,1.779845966,2.024731958,5.851187143,5.632670254
11/25/2012,Cardinals,Rams,322.9787783,301.8942634,2.944347805,4.402053596,1.628463461,1.648948913,6.78295742,6.768551593
11/25/2012,Colts,Bills,350.0846329,371.4946059,2.277678443,2.34138271,0.749324567,1.681387052,7.733690959,6.55800622
11/25/2012,Browns,Steelers,372.2744664,304.8412379,2.040036719,1.7111896,1.622458144,1.542765176,7.061729977,6.254180595
11/25/2012,Saints,49ers,454.6047955,414.3646516,2.270156546,1.599605078,1.292002706,1.328935473,6.68622389,6.11310152
11/25/2012,Buccaneers,Falcons,400.8938019,360.5887501,1.59840723,1.549977337,1.992827754,1.218658794,6.685456738,6.938967238
11/25/2012,Jaguars,Titans,372.3438647,264.8635964,1.305383701,2.760084276,1.42843762,1.568615504,7.330176308,5.79337051
11/25/2012,Dolphins,Seahawks,364.9906617,317.9615161,2.658875258,2.21127409,1.26325087,1.790216129,6.940222848,5.710239787
11/25/2012,Bears,Vikings,310.105225,312.7822733,2.621794094,3.084042695,3.111782236,1.90546618,4.496617022,6.529588817
11/25/2012,Bengals,Raiders,347.5077918,338.6666542,2.940729987,2.246862307,1.626180524,1.836862717,4.844634095,5.65966912
11/25/2012,Giants,Packers,379.5275625,376.7595313,2.856946145,1.222676065,2.672820205,1.248218818,6.165400003,4.924633
11/26/2012,Eagles,Panthers,335.7837617,371.4269905,1.884781709,3.097140014,1.132058987,2.221936137,7.490061573,6.848912115
11/29/2012,Falcons,Saints,342.6339574,384.586846,2.330145089,1.842151929,1.707793649,1.382159596,6.357642691,3.973818819
12/2/2012,Jets,Cardinals,333.3178126,303.283817,1.78244569,2.581821974,1.798218244,1.797068556,6.643720483,6.009321668
12/2/2012,Titans,Texans,388.0130816,330.8162575,1.625770303,1.77505441,1.381793588,1.582604992,5.478983752,6.261541986
12/2/2012,Chargers,Bengals,332.9676618,338.7681064,1.768422441,2.4039667,1.769294563,2.093415846,5.619513744,5.976634102
12/2/2012,Rams,49ers,336.2738066,320.2231763,2.865222516,2.6132494,0.835923032,1.509708478,5.887576112,7.78584183
12/2/2012,Dolphins,Patriots,356.1532049,305.7820819,2.716833344,2.248390621,1.156950899,1.9212701,7.34035105,5.763875653
12/2/2012,Raiders,Browns,378.8269494,375.8234948,1.303212161,2.000799344,1.368400769,1.875470668,7.11024777,7.181791485
12/2/2012,Bears,Seahawks,314.8285582,294.6058711,2.582245332,3.391607672,2.787336792,1.913615169,4.497856471,6.469886262
12/2/2012,Ravens,Steelers,366.9787043,332.0556751,1.968778947,2.112549422,2.048193407,0.872636657,6.735950125,6.752569292
12/2/2012,Packers,Vikings,359.2360509,353.7886434,2.928591867,3.060079518,1.755145478,0.932822489,8.258797627,5.747371004
12/2/2012,Chiefs,Panthers,336.7922925,333.5437433,1.76354452,2.268057771,1.054842019,2.757975101,5.223620531,6.059741353
12/2/2012,Broncos,Buccaneers,322.3722399,383.3004647,3.39524464,1.584596746,1.652668927,1.963654954,6.946219981,6.144392125
12/2/2012,Lions,Colts,346.4418766,405.7826008,2.252835566,2.245245505,1.255825285,1.884033309,6.037530547,7.176382306
12/2/2012,Bills,Jaguars,378.8994502,347.4975868,2.208556317,1.863579579,1.383705604,2.090319632,5.383930583,6.900589919
12/2/2012,Cowboys,Eagles,327.48208,364.5600294,2.041379278,2.546771971,1.154373478,1.764482103,6.599622825,8.126749301
12/3/2012,Redskins,Giants,372.796015,372.7892063,1.841736878,2.25431113,1.760614892,1.08013588,6.567289487,8.443151599
12/6/2012,Raiders,Broncos,381.7944176,360.3218254,1.373390154,2.190144078,1.257711409,1.871728674,6.667250612,6.677746708
12/9/2012,Jaguars,Jets,400.079206,289.935166,1.308793576,3.100989495,1.612036907,1.463929256,6.683873844,5.744833129
12/9/2012,Bills,Rams,372.9328933,344.1818527,2.39673196,1.902622667,1.434044578,1.973361984,5.392400795,6.635769256
12/9/2012,Bengals,Cowboys,329.9228509,353.5043505,3.122077514,2.250292144,1.6219153,1.516860614,4.757599915,5.599191683
12/9/2012,Vikings,Bears,339.628189,331.0439651,2.521450847,2.589149873,1.318266593,1.845992448,6.135615799,5.561834177
12/9/2012,Buccaneers,Eagles,396.0900108,361.4958803,1.593137007,1.568776336,1.876975966,1.245634763,6.627973332,6.653364687
12/9/2012,Steelers,Chargers,258.336563,339.5022012,1.962512589,2.124324954,0.958336388,1.952632239,5.705894038,6.412975231
12/9/2012,49ers,Dolphins,284.1104598,357.6184297,2.76093513,2.895753086,1.629534379,0.922399814,5.698619564,6.878969222
12/9/2012,Packers,Lions,363.5321765,350.2380771,2.743104978,3.246485371,1.598249245,1.033911566,7.826203625,6.031747846
12/9/2012,Colts,Titans,352.3476094,374.02884,2.063703237,2.397631098,0.724187756,1.902368136,7.188513335,5.945254341
12/9/2012,Browns,Chiefs,355.105813,301.0483021,2.443465591,1.89507691,2.208908835,1.427514515,7.527235184,7.196944051
12/9/2012,Panthers,Falcons,352.0704671,342.6765899,2.341355453,2.516105382,1.741161313,1.525333108,5.891143436,6.259196125
12/9/2012,Redskins,Ravens,381.5286599,379.8547841,1.854516155,2.328558717,1.88876241,1.0455943,6.574158731,8.193198165
12/9/2012,Giants,Saints,360.2365476,370.3511818,2.86530114,1.453684351,2.529263617,1.34940208,6.196076045,4.487908606
12/9/2012,Seahawks,Cardinals,312.6848688,318.763202,2.59763416,2.007413069,1.676387082,1.277037578,5.725518621,6.838973076
12/10/2012,Patriots,Texans,393.1731154,432.8237628,2.275348482,1.349906307,2.80903366,0.763374544,6.535563456,5.746404644
12/13/2012,Eagles,Bengals,350.7226959,361.1844159,1.885238096,2.828403766,0.812295233,2.278713188,7.86225537,6.302829838
12/16/2012,Chargers,Panthers,340.6954961,328.5734003,1.963894866,2.82333297,1.745483271,1.89057166,5.859454452,6.04870061
12/16/2012,Bears,Packers,321.6988544,301.1591044,2.506460857,2.936484698,2.611450826,1.758592541,4.671620158,6.246543412
12/16/2012,Raiders,Chiefs,391.1090675,364.8626727,1.279449864,2.097935252,1.315221723,1.791187501,6.253637,6.883672444
12/16/2012,Ravens,Broncos,360.4549006,338.3024893,2.225211332,2.489615853,1.957013915,0.908811964,6.343287294,6.862254347
12/16/2012,Bills,Seahawks,359.629105,345.1400496,2.483742967,1.740912708,1.504825219,1.948798995,5.595773136,6.900082398
12/16/2012,Browns,Redskins,362.8832405,316.565522,2.330262745,1.811487005,2.100706867,1.485805398,7.669523968,6.735800779
12/16/2012,Rams,Vikings,340.920802,321.5800526,2.810901528,2.506575699,1.139185765,1.326494324,6.450904522,7.995981576
12/16/2012,Dolphins,Jaguars,350.6998786,313.9828783,2.737609358,2.239199067,1.044532567,1.779922139,7.461541955,5.526412638
12/16/2012,Cowboys,Steelers,345.663425,375.4864115,2.056720176,2.516230347,1.065796584,1.744146283,5.957717564,7.943358142
12/16/2012,Texans,Colts,326.9894454,387.3696202,2.993929008,1.424195477,2.110721546,1.140118304,5.40765171,6.171875737
12/16/2012,Falcons,Giants,351.2799185,377.0553845,2.217053029,1.714625706,1.87179209,1.412163433,6.099411749,3.850489106
12/16/2012,Patriots,49ers,382.0466609,423.7665318,2.344780632,1.594214916,2.657585689,0.795895483,6.599938671,5.809457246
12/16/2012,Cardinals,Lions,325.0708894,283.4283702,2.697717618,3.852384045,2.162947467,1.766911887,6.430578098,6.325224383
12/16/2012,Saints,Buccaneers,428.8347043,400.456326,2.071998389,1.771861128,1.397383773,1.642041518,6.564307062,6.123025321
12/17/2012,Titans,Jets,379.1648647,334.8811952,1.916685388,2.102650675,1.230238026,2.041828272,5.811493047,5.983697944
12/22/2012,Lions,Falcons,363.8548397,416.3207694,2.298455266,2.031833151,1.343810075,1.671147146,6.106890831,7.021814489
12/23/2012,Texans,Vikings,334.8899715,382.4321553,2.860478746,1.453062479,2.015211321,1.129784917,5.437738776,6.260142286
12/23/2012,Steelers,Bengals,263.7234541,342.5417505,2.002351533,2.082892297,0.91006537,2.055072152,5.965704743,6.383542802
12/23/2012,Chiefs,Colts,344.2900676,328.4504192,1.937357965,2.314708887,0.895669117,2.292778052,5.40195533,5.633361606
12/23/2012,Buccaneers,Rams,387.278761,354.2479145,1.869255731,1.535394978,1.760200794,1.097380777,6.307043554,7.116644108
12/23/2012,Cardinals,Bears,338.4734338,272.7496431,2.583080955,3.801212218,2.075637235,2.273338436,6.737025438,6.564504654
12/23/2012,Jaguars,Patriots,387.1814193,285.8039127,1.117776256,3.123899453,1.669198889,1.579985336,6.362604477,6.011574505
12/23/2012,Panthers,Raiders,350.9872132,357.6862799,2.219715523,2.329606392,1.523465885,1.227197579,5.163691285,5.958056663
12/23/2012,Jets,Chargers,325.5744326,305.7068294,1.817205986,2.415376811,1.701963202,2.239561166,6.547028635,5.261226348
12/23/2012,Eagles,Redskins,348.4472842,361.3121716,1.881068358,3.127994763,0.726421022,2.158127005,7.910638467,5.944470857
12/23/2012,Dolphins,Bills,349.453134,307.3058206,2.857212187,2.234098015,0.941174703,1.734501134,7.390765271,5.499895009
12/23/2012,Cowboys,Saints,344.9074588,368.1622651,2.300754465,2.539481814,1.048220428,1.701551272,6.134816188,7.760920579
