date,home,away,winner,score_home,score_away
9/20/2009,Packers,Bengals,0,24,31
9/20/2009,Chargers,Ravens,0,26,31
9/20/2009,Broncos,Browns,1,27,6
9/20/2009,Falcons,Panthers,1,28,20
9/20/2009,Cowboys,Giants,0,31,33
9/20/2009,Titans,Texans,0,31,34
9/20/2009,Bills,Buccaneers,1,33,20
9/21/2009,Dolphins,Colts,0,23,27
9/27/2009,Buccaneers,Giants,0,0,24
9/27/2009,Raiders,Broncos,0,3,23
9/27/2009,Bills,Saints,0,7,27
9/27/2009,Cardinals,Colts,0,10,31
9/27/2009,Rams,Packers,0,17,36
9/27/2009,Lions,Redskins,1,19,14
9/27/2009,Seahawks,Bears,0,19,25
9/27/2009,Chargers,Dolphins,1,23,13
9/27/2009,Bengals,Steelers,1,23,20
9/27/2009,Jets,Titans,1,24,17
9/27/2009,Texans,Jaguars,0,24,31
9/27/2009,Patriots,Falcons,1,26,10
9/27/2009,Vikings,49ers,1,27,24
9/27/2009,Ravens,Browns,1,34,3
9/27/2009,Eagles,Chiefs,1,34,14
9/28/2009,Cowboys,Panthers,1,21,7
10/4/2009,Redskins,Buccaneers,1,16,13
10/4/2009,Chiefs,Giants,0,16,27
10/4/2009,Broncos,Cowboys,1,17,10
10/4/2009,Browns,Bengals,0,20,23
10/4/2009,Saints,Jets,1,24,10
10/4/2009,Patriots,Ravens,1,27,21
10/4/2009,Texans,Raiders,1,29,6
10/4/2009,Colts,Seahawks,1,34,17
10/4/2009,49ers,Rams,1,35,0
10/4/2009,Jaguars,Titans,1,37,17
10/4/2009,Dolphins,Bills,1,38,10
10/4/2009,Steelers,Chargers,1,38,28
10/4/2009,Bears,Lions,1,48,24
10/5/2009,Vikings,Packers,1,30,23
10/11/2009,Bills,Browns,0,3,6
10/11/2009,Titans,Colts,0,9,31
10/11/2009,Rams,Vikings,0,10,38
10/11/2009,49ers,Falcons,0,10,45
10/11/2009,Ravens,Bengals,0,14,17
10/11/2009,Panthers,Redskins,1,20,17
10/11/2009,Broncos,Patriots,1,20,17
10/11/2009,Chiefs,Cowboys,0,20,26
10/11/2009,Lions,Steelers,0,20,28
10/11/2009,Cardinals,Texans,1,28,21
10/11/2009,Eagles,Buccaneers,1,33,14
10/11/2009,Seahawks,Jaguars,1,41,0
10/11/2009,Giants,Raiders,1,44,7
10/12/2009,Dolphins,Jets,1,31,27
10/18/2009,Seahawks,Cardinals,0,3,27
10/18/2009,Redskins,Chiefs,0,6,14
10/18/2009,Raiders,Eagles,1,13,9
10/18/2009,Jets,Bills,0,13,16
10/18/2009,Bengals,Texans,0,17,28
10/18/2009,Falcons,Bears,1,21,14
10/18/2009,Buccaneers,Panthers,0,21,28
10/18/2009,Jaguars,Rams,1,23,20
10/18/2009,Packers,Lions,1,26,0
10/18/2009,Steelers,Browns,1,27,14
10/18/2009,Vikings,Ravens,1,33,31
10/18/2009,Saints,Giants,1,48,27
10/18/2009,Patriots,Titans,1,59,0
10/19/2009,Chargers,Broncos,0,23,34
10/25/2009,Raiders,Jets,0,0,38
10/25/2009,Browns,Packers,0,3,31
10/25/2009,Rams,Colts,0,6,42
10/25/2009,Buccaneers,Patriots,0,7,35
10/25/2009,Chiefs,Chargers,0,7,37
10/25/2009,Panthers,Bills,0,9,20
10/25/2009,Giants,Cardinals,0,17,24
10/25/2009,Texans,49ers,1,24,21
10/25/2009,Steelers,Vikings,1,27,17
10/25/2009,Dolphins,Saints,0,34,46
10/25/2009,Cowboys,Falcons,1,37,21
10/25/2009,Bengals,Bears,1,45,10
10/26/2009,Redskins,Eagles,0,17,27
11/1/2009,Lions,Rams,0,10,17
11/1/2009,Bills,Texans,0,10,31
11/1/2009,Colts,49ers,1,18,14
11/1/2009,Cardinals,Panthers,0,21,34
11/1/2009,Chargers,Raiders,1,24,16
11/1/2009,Jets,Dolphins,0,25,30
11/1/2009,Packers,Vikings,0,26,38
11/1/2009,Bears,Browns,1,30,6
11/1/2009,Ravens,Broncos,1,30,7
11/1/2009,Titans,Jaguars,1,30,13
11/1/2009,Cowboys,Seahawks,1,38,17
11/1/2009,Eagles,Giants,1,40,17
11/2/2009,Saints,Falcons,1,35,27
11/8/2009,Eagles,Cowboys,0,16,20
11/8/2009,Bengals,Ravens,1,17,7
11/8/2009,Colts,Texans,1,20,17
11/8/2009,Giants,Chargers,0,20,21
11/8/2009,Bears,Cardinals,0,21,41
11/8/2009,Jaguars,Chiefs,1,24,21
11/8/2009,Patriots,Dolphins,1,27,17
11/8/2009,49ers,Titans,0,27,34
11/8/2009,Saints,Panthers,1,30,20
11/8/2009,Falcons,Redskins,1,31,17
11/8/2009,Seahawks,Lions,1,32,20
11/8/2009,Buccaneers,Packers,1,38,28
11/9/2009,Broncos,Steelers,0,10,28
11/12/2009,49ers,Bears,1,10,6
11/15/2009,Raiders,Chiefs,0,10,16
11/15/2009,Steelers,Bengals,0,12,18
11/15/2009,Packers,Cowboys,1,17,7
11/15/2009,Jets,Jaguars,0,22,24
11/15/2009,Rams,Saints,0,23,28
11/15/2009,Dolphins,Buccaneers,1,25,23
11/15/2009,Vikings,Lions,1,27,10
11/15/2009,Redskins,Broncos,1,27,17
11/15/2009,Panthers,Falcons,1,28,19
11/15/2009,Cardinals,Seahawks,1,31,20
11/15/2009,Chargers,Eagles,1,31,23
11/15/2009,Colts,Patriots,1,35,34
11/15/2009,Titans,Bills,1,41,17
11/16/2009,Browns,Ravens,0,0,16
11/19/2009,Panthers,Dolphins,0,17,24
11/22/2009,Broncos,Chargers,0,3,32
11/22/2009,Cowboys,Redskins,1,7,6
11/22/2009,Buccaneers,Saints,0,7,38
11/22/2009,Rams,Cardinals,0,13,21
11/22/2009,Ravens,Colts,0,15,17
11/22/2009,Jaguars,Bills,1,18,15
11/22/2009,Raiders,Bengals,1,20,17
11/22/2009,Bears,Eagles,0,20,24
11/22/2009,Chiefs,Steelers,1,27,24
11/22/2009,Packers,49ers,1,30,24
11/22/2009,Patriots,Jets,1,31,14
11/22/2009,Giants,Falcons,1,34,31
11/22/2009,Vikings,Seahawks,1,35,9
11/22/2009,Lions,Browns,1,38,37
11/23/2009,Texans,Titans,0,17,20
11/26/2009,Lions,Packers,0,12,34
11/26/2009,Cowboys,Raiders,1,24,7
11/26/2009,Broncos,Giants,1,26,6
11/29/2009,Bengals,Browns,1,16,7
11/29/2009,Jets,Panthers,1,17,6
11/29/2009,Rams,Seahawks,0,17,27
11/29/2009,49ers,Jaguars,1,20,3
11/29/2009,Falcons,Buccaneers,1,20,17
11/29/2009,Titans,Cardinals,1,20,17
11/29/2009,Ravens,Steelers,1,20,17
11/29/2009,Eagles,Redskins,1,27,24
11/29/2009,Texans,Colts,0,27,35
11/29/2009,Bills,Dolphins,1,31,14
11/29/2009,Vikings,Bears,1,36,10
11/29/2009,Chargers,Chiefs,1,43,14
11/30/2009,Saints,Patriots,1,38,17
12/3/2009,Bills,Jets,0,13,19
12/6/2009,Falcons,Eagles,0,7,34
12/6/2009,Chiefs,Broncos,0,13,44
12/6/2009,Panthers,Buccaneers,1,16,6
12/6/2009,Bears,Rams,1,17,9
12/6/2009,Seahawks,49ers,1,20,17
12/6/2009,Dolphins,Patriots,1,22,21
12/6/2009,Bengals,Lions,1,23,13
12/6/2009,Jaguars,Texans,1,23,18
12/6/2009,Browns,Chargers,0,23,30
12/6/2009,Steelers,Raiders,0,24,27
12/6/2009,Colts,Titans,1,27,17
12/6/2009,Cardinals,Vikings,1,30,17
12/6/2009,Redskins,Saints,0,30,33
12/6/2009,Giants,Cowboys,1,31,24
12/7/2009,Packers,Ravens,1,27,14
12/10/2009,Browns,Steelers,1,13,6
12/13/2009,Buccaneers,Jets,0,3,26
12/13/2009,Jaguars,Dolphins,0,10,14
12/13/2009,Chiefs,Bills,0,10,16
12/13/2009,Raiders,Redskins,0,13,34
12/13/2009,Bears,Packers,0,14,21
12/13/2009,Cowboys,Chargers,0,17,20
12/13/2009,Patriots,Panthers,1,20,10
12/13/2009,Falcons,Saints,0,23,26
12/13/2009,Colts,Broncos,1,28,16
12/13/2009,Vikings,Bengals,1,30,10
12/13/2009,Texans,Seahawks,1,34,7
12/13/2009,Giants,Eagles,0,38,45
12/13/2009,Titans,Rams,1,47,7
12/13/2009,Ravens,Lions,1,48,3
12/14/2009,49ers,Cardinals,1,24,9
12/17/2009,Jaguars,Colts,0,31,35
12/19/2009,Saints,Cowboys,0,17,24
12/20/2009,Jets,Falcons,0,7,10
12/20/2009,Seahawks,Buccaneers,0,7,24
12/20/2009,Bills,Patriots,0,10,17
12/20/2009,Rams,Texans,0,13,16
12/20/2009,Broncos,Raiders,0,19,20
12/20/2009,Lions,Cardinals,0,24,31
12/20/2009,Panthers,Vikings,1,26,7
12/20/2009,Eagles,49ers,1,27,13
12/20/2009,Titans,Dolphins,1,27,24
12/20/2009,Chargers,Bengals,1,27,24
12/20/2009,Ravens,Bears,1,31,7
12/20/2009,Chiefs,Browns,0,34,41
12/20/2009,Steelers,Packers,1,37,36
12/21/2009,Redskins,Giants,0,12,45
12/25/2009,Titans,Chargers,0,17,42
12/27/2009,Redskins,Cowboys,0,0,17
12/27/2009,Giants,Panthers,0,9,41
12/27/2009,Colts,Jets,0,15,29
12/27/2009,Bengals,Chiefs,1,17,10
12/27/2009,Saints,Buccaneers,0,17,20
12/27/2009,49ers,Lions,1,20,6
12/27/2009,Dolphins,Texans,0,20,27
12/27/2009,Browns,Raiders,1,23,9
12/27/2009,Steelers,Ravens,1,23,20
12/27/2009,Eagles,Broncos,1,30,27
12/27/2009,Falcons,Bills,1,31,3
12/27/2009,Cardinals,Rams,1,31,10
12/27/2009,Patriots,Jaguars,1,35,7
12/27/2009,Packers,Seahawks,1,48,10
12/28/2009,Bears,Vikings,1,36,30
1/3/2010,Rams,49ers,0,6,28
1/3/2010,Cardinals,Packers,0,7,33
1/3/2010,Buccaneers,Falcons,0,10,20
1/3/2010,Seahawks,Titans,0,13,17
1/3/2010,Raiders,Ravens,0,13,21
1/3/2010,Panthers,Saints,1,23,10
1/3/2010,Browns,Jaguars,1,23,17
1/3/2010,Chargers,Redskins,1,23,20
1/3/2010,Lions,Bears,0,23,37
1/3/2010,Cowboys,Eagles,1,24,0
1/3/2010,Dolphins,Steelers,0,24,30
1/3/2010,Broncos,Chiefs,0,24,44
1/3/2010,Bills,Colts,1,30,7
1/3/2010,Texans,Patriots,1,34,27
1/3/2010,Jets,Bengals,1,37,0
1/3/2010,Vikings,Giants,1,44,7
1/9/2010,Bengals,Jets,0,14,24
1/9/2010,Cowboys,Eagles,1,34,14
1/10/2010,Patriots,Ravens,0,14,33
1/10/2010,Cardinals,Packers,1,51,45
1/16/2010,Colts,Ravens,1,20,3
1/16/2010,Saints,Cardinals,1,45,14
1/17/2010,Chargers,Jets,0,14,17
1/17/2010,Vikings,Cowboys,1,34,3
1/24/2010,Colts,Jets,1,30,17
1/24/2010,Saints,Vikings,1,31,28
2/7/2010,Colts,Saints,0,17,31
9/9/2010,Saints,Vikings,1,14,9
9/12/2010,Bills,Dolphins,0,10,15
9/12/2010,Redskins,Cowboys,1,13,7
9/12/2010,Rams,Cardinals,0,13,17
9/12/2010,Steelers,Falcons,1,15,9
9/12/2010,Buccaneers,Browns,1,17,14
9/12/2010,Bears,Lions,1,19,14
9/12/2010,Eagles,Packers,0,20,27
9/12/2010,Jaguars,Broncos,1,24,17
9/12/2010,Seahawks,49ers,1,31,6
9/12/2010,Giants,Panthers,1,31,18
9/12/2010,Texans,Colts,1,34,24
9/12/2010,Titans,Raiders,1,38,13
9/12/2010,Patriots,Bengals,1,38,24
9/13/2010,Jets,Ravens,0,9,10
9/13/2010,Chiefs,Chargers,1,21,14
9/19/2010,Panthers,Buccaneers,0,7,20
9/19/2010,Vikings,Dolphins,0,10,14
9/19/2010,Titans,Steelers,0,11,19
9/19/2010,Browns,Chiefs,0,14,16
9/19/2010,Bengals,Ravens,1,15,10
9/19/2010,Raiders,Rams,1,16,14
9/19/2010,Cowboys,Bears,0,20,27
9/19/2010,Redskins,Texans,0,27,30
9/19/2010,Jets,Patriots,1,28,14
9/19/2010,Broncos,Seahawks,1,31,14
9/19/2010,Lions,Eagles,0,32,35
9/19/2010,Packers,Bills,1,34,7
9/19/2010,Chargers,Jaguars,1,38,13
9/19/2010,Colts,Giants,1,38,14
9/19/2010,Falcons,Cardinals,1,41,7
9/20/2010,49ers,Saints,0,22,25
9/26/2010,Jaguars,Eagles,0,3,28
9/26/2010,Panthers,Bengals,0,7,20
9/26/2010,Giants,Titans,0,10,29
9/26/2010,Texans,Cowboys,0,13,27
9/26/2010,Broncos,Colts,0,13,27
9/26/2010,Buccaneers,Steelers,0,13,38
9/26/2010,Dolphins,Jets,0,23,31
9/26/2010,Vikings,Lions,1,24,10
9/26/2010,Ravens,Browns,1,24,17
9/26/2010,Cardinals,Raiders,1,24,23
9/26/2010,Saints,Falcons,0,24,27
9/26/2010,Seahawks,Chargers,1,27,20
9/26/2010,Rams,Redskins,1,30,16
9/26/2010,Chiefs,49ers,1,31,10
9/26/2010,Patriots,Bills,1,38,30
9/27/2010,Bears,Packers,1,20,17
10/3/2010,Eagles,Redskins,0,12,17
10/3/2010,Steelers,Ravens,0,14,17
10/3/2010,Bills,Jets,0,14,38
10/3/2010,Falcons,49ers,1,16,14
10/3/2010,Saints,Panthers,1,16,14
10/3/2010,Giants,Bears,1,17,3
10/3/2010,Rams,Seahawks,1,20,3
10/3/2010,Titans,Broncos,0,20,26
10/3/2010,Browns,Bengals,1,23,20
10/3/2010,Raiders,Texans,0,24,31
10/3/2010,Packers,Lions,1,28,26
10/3/2010,Jaguars,Colts,1,31,28
10/3/2010,Chargers,Cardinals,1,41,10
10/4/2010,Dolphins,Patriots,0,14,41
10/10/2010,Panthers,Bears,0,6,23
10/10/2010,Browns,Falcons,0,10,20
10/10/2010,Texans,Giants,0,10,34
10/10/2010,Redskins,Packers,1,16,13
10/10/2010,Colts,Chiefs,1,19,9
10/10/2010,Bengals,Buccaneers,0,21,24
10/10/2010,49ers,Eagles,0,24,27
10/10/2010,Bills,Jaguars,0,26,36
10/10/2010,Cowboys,Titans,0,27,34
10/10/2010,Cardinals,Saints,1,30,20
10/10/2010,Ravens,Broncos,1,31,17
10/10/2010,Raiders,Chargers,1,35,27
10/10/2010,Lions,Rams,1,44,6
10/11/2010,Jets,Vikings,1,29,20
10/17/2010,Buccaneers,Saints,0,6,31
10/17/2010,49ers,Raiders,1,17,9
10/17/2010,Rams,Chargers,1,20,17
10/17/2010,Bears,Seahawks,0,20,23
10/17/2010,Packers,Dolphins,0,20,23
10/17/2010,Broncos,Jets,0,20,24
10/17/2010,Patriots,Ravens,1,23,20
10/17/2010,Vikings,Cowboys,1,24,21
10/17/2010,Redskins,Colts,0,24,27
10/17/2010,Steelers,Browns,1,28,10
10/17/2010,Giants,Lions,1,28,20
10/17/2010,Eagles,Falcons,1,31,17
10/17/2010,Texans,Chiefs,1,35,31
10/18/2010,Jaguars,Titans,0,3,30
10/24/2010,Bears,Redskins,0,14,17
10/24/2010,Broncos,Raiders,0,14,59
10/24/2010,Saints,Browns,0,17,30
10/24/2010,Buccaneers,Rams,1,18,17
10/24/2010,Chargers,Patriots,0,20,23
10/24/2010,Seahawks,Cardinals,1,22,10
10/24/2010,Dolphins,Steelers,0,22,23
10/24/2010,Panthers,49ers,1,23,20
10/24/2010,Packers,Vikings,1,28,24
10/24/2010,Titans,Eagles,1,37,19
10/24/2010,Ravens,Bills,1,37,34
10/24/2010,Falcons,Bengals,1,39,32
10/24/2010,Chiefs,Jaguars,1,42,20
10/25/2010,Cowboys,Giants,0,35,41
10/31/2010,Jets,Packers,0,0,9
10/31/2010,Chiefs,Bills,1,13,10
10/31/2010,Bengals,Dolphins,0,14,22
10/31/2010,Cowboys,Jaguars,0,17,35
10/31/2010,Rams,Panthers,1,20,10
10/31/2010,Saints,Steelers,1,20,10
10/31/2010,49ers,Broncos,1,24,16
10/31/2010,Patriots,Vikings,1,28,18
10/31/2010,Raiders,Seahawks,1,33,3
10/31/2010,Chargers,Titans,1,33,25
10/31/2010,Cardinals,Buccaneers,0,35,38
10/31/2010,Lions,Redskins,1,37,25
11/1/2010,Colts,Texans,1,30,17
11/7/2010,Panthers,Saints,0,3,34
11/7/2010,Seahawks,Giants,0,7,41
11/7/2010,Bills,Bears,0,19,22
11/7/2010,Lions,Jets,0,20,23
11/7/2010,Raiders,Chiefs,1,23,20
11/7/2010,Texans,Chargers,0,23,29
11/7/2010,Ravens,Dolphins,1,26,10
11/7/2010,Eagles,Colts,1,26,24
11/7/2010,Falcons,Buccaneers,1,27,21
11/7/2010,Vikings,Cardinals,1,27,24
11/7/2010,Browns,Patriots,1,34,14
11/7/2010,Packers,Cowboys,1,45,7
11/8/2010,Bengals,Steelers,0,21,27
11/11/2010,Falcons,Ravens,1,26,21
11/14/2010,Bills,Lions,1,14,12
11/14/2010,Cardinals,Seahawks,0,18,36
11/14/2010,Browns,Jets,0,20,26
11/14/2010,Giants,Cowboys,0,20,33
11/14/2010,Colts,Bengals,1,23,17
11/14/2010,49ers,Rams,1,23,20
11/14/2010,Steelers,Patriots,0,26,39
11/14/2010,Bears,Vikings,1,27,13
11/14/2010,Dolphins,Titans,1,29,17
11/14/2010,Buccaneers,Panthers,1,31,16
11/14/2010,Jaguars,Texans,1,31,24
11/14/2010,Broncos,Chiefs,1,49,29
11/15/2010,Redskins,Eagles,0,28,59
11/18/2010,Dolphins,Bears,0,0,16
11/21/2010,49ers,Buccaneers,0,0,21
11/21/2010,Vikings,Packers,0,3,31
11/21/2010,Panthers,Ravens,0,13,37
11/21/2010,Titans,Redskins,0,16,19
11/21/2010,Rams,Falcons,0,17,34
11/21/2010,Jaguars,Browns,1,24,20
11/21/2010,Eagles,Giants,1,27,17
11/21/2010,Jets,Texans,1,30,27
11/21/2010,Chiefs,Cardinals,1,31,13
11/21/2010,Patriots,Colts,1,31,28
11/21/2010,Bengals,Bills,0,31,49
11/21/2010,Saints,Seahawks,1,34,19
11/21/2010,Steelers,Raiders,1,35,3
11/21/2010,Cowboys,Lions,1,35,19
11/22/2010,Chargers,Broncos,1,35,14
11/25/2010,Lions,Patriots,0,24,45
11/25/2010,Jets,Bengals,1,26,10
11/25/2010,Cowboys,Saints,0,27,30
11/28/2010,Redskins,Vikings,0,13,17
11/28/2010,Colts,Chargers,0,14,36
11/28/2010,Bills,Steelers,0,16,19
11/28/2010,Ravens,Buccaneers,1,17,10
11/28/2010,Raiders,Dolphins,0,17,33
11/28/2010,Texans,Titans,1,20,0
11/28/2010,Falcons,Packers,1,20,17
11/28/2010,Giants,Jaguars,1,24,20
11/28/2010,Browns,Panthers,1,24,23
11/28/2010,Seahawks,Chiefs,0,24,42
11/28/2010,Bears,Eagles,1,31,26
11/28/2010,Broncos,Rams,0,33,36
11/29/2010,Cardinals,49ers,0,6,27
12/2/2010,Eagles,Texans,1,34,24
12/5/2010,Titans,Jaguars,0,6,17
12/5/2010,Cardinals,Rams,0,6,19
12/5/2010,Chiefs,Broncos,1,10,6
12/5/2010,Dolphins,Browns,0,10,13
12/5/2010,Ravens,Steelers,0,10,13
12/5/2010,Chargers,Raiders,0,13,28
12/5/2010,Lions,Bears,0,20,24
12/5/2010,Buccaneers,Falcons,0,24,28
12/5/2010,Bengals,Saints,0,30,34
12/5/2010,Giants,Redskins,1,31,7
12/5/2010,Seahawks,Panthers,1,31,14
12/5/2010,Packers,49ers,1,34,16
12/5/2010,Colts,Cowboys,0,35,38
12/5/2010,Vikings,Bills,1,38,14
12/6/2010,Patriots,Jets,1,45,3
12/9/2010,Titans,Colts,0,28,30
12/12/2010,Jets,Dolphins,0,6,10
12/12/2010,Lions,Packers,1,7,3
12/12/2010,Bears,Patriots,0,7,36
12/12/2010,Panthers,Falcons,0,10,31
12/12/2010,Bills,Browns,1,13,6
12/12/2010,Redskins,Buccaneers,0,16,17
12/12/2010,Steelers,Bengals,1,23,7
12/12/2010,Cowboys,Eagles,0,27,30
12/12/2010,Chargers,Chiefs,1,31,0
12/12/2010,Saints,Rams,1,31,13
12/12/2010,Jaguars,Raiders,1,38,31
12/12/2010,49ers,Seahawks,1,40,21
12/12/2010,Cardinals,Broncos,1,43,13
12/13/2010,Vikings,Giants,0,3,21
12/13/2010,Texans,Ravens,0,28,34
12/16/2010,Chargers,49ers,1,34,7
12/19/2010,Rams,Chiefs,0,13,27
12/19/2010,Dolphins,Bills,0,14,17
12/19/2010,Steelers,Jets,0,17,22
12/19/2010,Seahawks,Falcons,0,18,34
12/19/2010,Panthers,Cardinals,1,19,12
12/19/2010,Bengals,Browns,1,19,17
12/19/2010,Buccaneers,Lions,0,20,23
12/19/2010,Ravens,Saints,1,30,24
12/19/2010,Titans,Texans,1,31,17
12/19/2010,Patriots,Packers,1,31,27
12/19/2010,Giants,Eagles,0,31,38
12/19/2010,Cowboys,Redskins,1,33,30
12/19/2010,Colts,Jaguars,1,34,24
12/19/2010,Raiders,Broncos,1,39,23
12/20/2010,Vikings,Bears,0,14,40
12/25/2010,Cardinals,Cowboys,1,27,26
12/26/2010,Bills,Patriots,0,3,34
12/26/2010,Browns,Ravens,0,10,20
12/26/2010,Jaguars,Redskins,0,17,20
12/26/2010,Broncos,Texans,1,24,23
12/26/2010,Rams,49ers,1,25,17
12/26/2010,Raiders,Colts,0,26,31
12/26/2010,Dolphins,Lions,0,27,34
12/26/2010,Chiefs,Titans,1,34,14
12/26/2010,Bengals,Chargers,1,34,20
12/26/2010,Buccaneers,Seahawks,1,38,15
12/26/2010,Bears,Jets,1,38,34
12/26/2010,Packers,Giants,1,45,17
12/27/2010,Falcons,Saints,0,14,17
12/28/2010,Eagles,Vikings,0,14,24
1/2/2011,Browns,Steelers,0,9,41
1/2/2011,Packers,Bears,1,10,3
1/2/2011,Chiefs,Raiders,0,10,31
1/2/2011,Ravens,Bengals,1,13,7
1/2/2011,Eagles,Cowboys,0,13,14
1/2/2011,Saints,Buccaneers,0,13,23
1/2/2011,Redskins,Giants,0,14,17
1/2/2011,Seahawks,Rams,1,16,6
1/2/2011,Lions,Vikings,1,20,13
1/2/2011,Colts,Titans,1,23,20
1/2/2011,Broncos,Chargers,0,28,33
1/2/2011,Falcons,Panthers,1,31,10
1/2/2011,Texans,Jaguars,1,34,17
1/2/2011,Patriots,Dolphins,1,38,7
1/2/2011,Jets,Bills,1,38,7
1/2/2011,49ers,Cardinals,1,38,7
1/8/2011,Colts,Jets,0,16,17
1/8/2011,Seahawks,Saints,1,41,36
1/9/2011,Chiefs,Ravens,0,7,30
1/9/2011,Eagles,Packers,0,16,21
1/15/2011,Falcons,Packers,0,21,48
1/15/2011,Steelers,Ravens,1,31,24
1/16/2011,Patriots,Jets,0,21,28
1/16/2011,Bears,Seahawks,1,35,24
1/23/2011,Bears,Packers,0,14,21
1/23/2011,Steelers,Jets,1,24,19
2/6/2011,Packers,Steelers,1,31,25
9/8/2011,Packers,Saints,1,42,34
9/11/2011,Chiefs,Bills,0,7,41
9/11/2011,Rams,Eagles,0,13,31
9/11/2011,Jaguars,Titans,1,16,14
9/11/2011,Browns,Bengals,0,17,27
9/11/2011,Buccaneers,Lions,0,20,27
9/11/2011,Chargers,Vikings,1,24,17
9/11/2011,Jets,Cowboys,1,27,24
9/11/2011,Redskins,Giants,1,28,14
9/11/2011,Cardinals,Panthers,1,28,21
9/11/2011,Bears,Falcons,1,30,12
9/11/2011,49ers,Seahawks,1,33,17
9/11/2011,Texans,Colts,1,34,7
9/11/2011,Ravens,Steelers,1,35,7
9/12/2011,Broncos,Raiders,0,20,23
9/12/2011,Dolphins,Patriots,0,24,38
9/18/2011,Dolphins,Texans,0,13,23
9/18/2011,Colts,Browns,0,19,27
9/18/2011,Vikings,Buccaneers,0,20,24
9/18/2011,Redskins,Cardinals,1,22,21
9/18/2011,Panthers,Packers,0,23,30
9/18/2011,Steelers,Seahawks,1,24,0
9/18/2011,Broncos,Bengals,1,24,22
9/18/2011,49ers,Cowboys,0,24,27
9/18/2011,Titans,Ravens,1,26,13
9/18/2011,Saints,Bears,1,30,13
9/18/2011,Jets,Jaguars,1,32,3
9/18/2011,Patriots,Chargers,1,35,21
9/18/2011,Falcons,Eagles,1,35,31
9/18/2011,Bills,Raiders,1,38,35
9/18/2011,Lions,Chiefs,1,48,3
9/19/2011,Giants,Rams,1,28,16
9/25/2011,Rams,Ravens,0,7,37
9/25/2011,Bengals,49ers,0,8,13
9/25/2011,Seahawks,Cardinals,1,13,10
9/25/2011,Panthers,Jaguars,1,16,10
9/25/2011,Buccaneers,Falcons,1,16,13
9/25/2011,Eagles,Giants,0,16,29
9/25/2011,Titans,Broncos,1,17,14
9/25/2011,Browns,Dolphins,1,17,16
9/25/2011,Bears,Packers,0,17,27
9/25/2011,Chargers,Chiefs,1,20,17
9/25/2011,Colts,Steelers,0,20,23
9/25/2011,Vikings,Lions,0,23,26
9/25/2011,Raiders,Jets,1,34,24
9/25/2011,Bills,Patriots,1,34,31
9/25/2011,Saints,Texans,1,40,33
9/26/2011,Cowboys,Redskins,1,18,16
10/2/2011,Rams,Redskins,0,10,17
10/2/2011,Jaguars,Saints,0,10,23
10/2/2011,Browns,Titans,0,13,31
10/2/2011,Texans,Steelers,1,17,10
10/2/2011,Raiders,Patriots,0,19,31
10/2/2011,Chiefs,Vikings,1,22,17
10/2/2011,Bengals,Bills,1,23,20
10/2/2011,Eagles,49ers,0,23,24
10/2/2011,Chargers,Dolphins,1,26,16
10/2/2011,Cardinals,Giants,0,27,31
10/2/2011,Seahawks,Falcons,0,28,30
10/2/2011,Cowboys,Lions,0,30,34
10/2/2011,Ravens,Jets,1,34,17
10/2/2011,Bears,Panthers,1,34,29
10/2/2011,Packers,Broncos,1,49,23
10/3/2011,Buccaneers,Colts,1,24,17
10/9/2011,Falcons,Packers,0,14,25
10/9/2011,Texans,Raiders,0,20,25
10/9/2011,Jaguars,Bengals,0,20,30
10/9/2011,Colts,Chiefs,0,24,28
10/9/2011,Broncos,Chargers,0,24,29
10/9/2011,Giants,Seahawks,0,25,36
10/9/2011,Panthers,Saints,0,27,30
10/9/2011,Patriots,Jets,1,30,21
10/9/2011,Bills,Eagles,1,31,24
10/9/2011,Vikings,Cardinals,1,34,10
10/9/2011,Steelers,Titans,1,38,17
10/9/2011,49ers,Buccaneers,1,48,3
10/10/2011,Lions,Bears,1,24,13
10/16/2011,Redskins,Eagles,0,13,20
10/16/2011,Steelers,Jaguars,1,17,13
10/16/2011,Lions,49ers,0,19,25
10/16/2011,Patriots,Cowboys,1,20,16
10/16/2011,Packers,Rams,1,24,3
10/16/2011,Raiders,Browns,1,24,17
10/16/2011,Buccaneers,Saints,1,26,20
10/16/2011,Bengals,Colts,1,27,17
10/16/2011,Giants,Bills,1,27,24
10/16/2011,Ravens,Texans,1,29,14
10/16/2011,Falcons,Panthers,1,31,17
10/16/2011,Bears,Vikings,1,39,10
10/17/2011,Jets,Dolphins,1,24,6
10/23/2011,Raiders,Chiefs,0,0,28
10/23/2011,Browns,Seahawks,1,6,3
10/23/2011,Titans,Texans,0,7,41
10/23/2011,Dolphins,Broncos,0,15,18
10/23/2011,Lions,Falcons,0,16,23
10/23/2011,Buccaneers,Bears,0,18,24
10/23/2011,Cardinals,Steelers,0,20,32
10/23/2011,Jets,Chargers,1,27,21
10/23/2011,Vikings,Packers,0,27,33
10/23/2011,Panthers,Redskins,1,33,20
10/23/2011,Cowboys,Rams,1,34,7
10/23/2011,Saints,Colts,1,62,7
10/24/2011,Jaguars,Ravens,1,12,7
10/30/2011,Broncos,Lions,0,10,45
10/30/2011,Seahawks,Bengals,0,12,34
10/30/2011,49ers,Browns,1,20,10
10/30/2011,Giants,Dolphins,1,20,17
